매입사,고객ID,카드유형,거래일,거래시간,승인금액,할부,인원
현대카드,C-25068,일반,2013-12-05,12:48:10,"23,800",0,2
국민카드,C-41354,일반,2013-12-05,12:49:06,"35,700",0,3
신한카드,C-34450,체크,2013-12-05,12:54:54,"35,700",0,3
비씨카드,C-04979,일반,2013-12-05,13:08:11,"14,000",0,1
현대카드,C-42678,일반,2013-12-05,13:08:50,"23,800",0,2
신한카드,C-00524,일반,2013-12-05,13:15:03,"23,800",0,2
현대카드,C-43579,일반,2013-12-05,13:15:23,"23,800",0,2
신한카드,C-08550,체크,2013-12-05,13:23:45,"11,900",0,1
신한카드,C-09801,일반,2013-12-05,13:38:36,"11,900",0,1
현대카드,C-23940,일반,2013-12-05,13:38:47,"11,900",0,1
신한카드,C-18466,일반,2013-12-05,13:40:45,"47,600",0,4
삼성카드,C-32717,일반,2013-12-05,13:53:21,"23,800",0,2
신한카드,C-18147,체크,2013-12-05,14:08:39,"11,900",0,1
신한카드,C-34286,체크,2013-12-05,14:09:22,"11,900",0,1
현대카드,C-03220,일반,2013-12-05,14:14:19,"35,700",0,3
비씨카드,C-04211,일반,2013-12-05,14:15:20,"35,700",0,3
현대카드,C-43410,일반,2013-12-05,14:22:11,"23,800",0,2
삼성카드,C-32894,일반,2013-12-05,15:10:47,"47,600",0,4
농협카드,C-14235,체크,2013-12-05,15:12:47,"23,800",0,2
외환카드,C-10597,일반,2013-12-05,15:23:14,"11,900",0,1
국민카드,C-13290,체크,2013-12-05,15:23:28,"11,900",0,1
국민카드,C-11195,일반,2013-12-05,15:57:17,"23,800",0,2
농협카드,C-39568,체크,2013-12-05,16:08:37,"23,800",0,2
비씨카드,C-37093,체크,2013-12-05,16:10:55,"23,800",0,2
비씨카드,C-29722,체크,2013-12-05,16:31:03,"23,800",0,2
비씨카드,C-03659,일반,2013-12-05,16:31:39,"20,800",0,2
국민카드,C-10794,일반,2013-12-05,17:04:44,"29,800",0,2
신한카드,C-00757,일반,2013-12-05,17:12:32,"14,900",0,1
국민카드,C-36454,체크,2013-12-05,17:12:47,"14,900",0,1
신한카드,C-00565,일반,2013-12-05,17:19:13,"29,800",0,2
외환카드,C-19759,일반,2013-12-05,17:32:26,"29,800",0,2
국민카드,C-41803,일반,2013-12-05,18:10:45,"29,800",0,2
삼성카드,C-02001,일반,2013-12-05,18:16:20,"33,800",0,3
비씨카드,C-35715,일반,2013-12-05,18:32:22,"29,800",0,2
국민카드,C-36421,체크,2013-12-05,19:16:47,"29,800",0,2
신한카드,C-08905,체크,2013-12-05,19:23:10,"29,800",0,2
비씨카드,C-06429,체크,2013-12-05,19:24:57,"33,800",0,3
국민카드,C-36505,체크,2013-12-05,19:39:17,"29,800",0,2
비씨카드,C-29398,체크,2013-12-05,19:50:53,"29,800",0,2
농협카드,C-24072,체크,2013-12-05,19:58:11,"29,800",0,2
국민카드,C-01907,일반,2013-12-05,20:01:12,"35,700",0,3
신한카드,C-00490,일반,2013-12-05,20:02:17,"59,600",0,4
국민카드,C-16234,체크,2013-12-05,20:15:19,"44,700",0,3
비씨카드,C-21848,일반,2013-12-05,20:15:32,"29,800",0,2
비씨카드,C-29401,체크,2013-12-05,20:20:42,"29,800",0,2
국민카드,C-16256,체크,2013-12-05,20:29:47,"29,800",0,2
국민카드,C-41518,일반,2013-12-05,20:30:02,"26,700",0,2
롯데카드,C-01924,일반,2013-12-05,20:35:00,"29,800",0,2
외환카드,C-19298,체크,2013-12-05,20:50:23,"29,800",0,2
외환카드,C-20999,체크,2013-12-05,20:52:59,"29,800",0,2
삼성카드,C-02719,일반,2013-12-05,21:01:46,"53,500",0,4
신한카드,C-00669,일반,2013-12-05,21:09:39,"29,800",0,2
비씨카드,C-28855,체크,2013-12-05,21:27:37,"44,700",0,3
비씨카드,C-29242,체크,2013-12-05,21:30:31,"59,600",0,4
비씨카드,C-27680,체크,2013-12-05,21:35:09,"29,800",0,2
비씨카드,C-14762,일반,2013-12-05,21:37:26,"29,800",0,2
현대카드,C-07005,일반,2013-12-05,21:38:37,"29,800",0,2
현대카드,C-43613,일반,2013-12-06,12:21:38,"23,800",0,2
외환카드,C-34955,일반,2013-12-06,12:32:25,"23,800",0,2
신한카드,C-26583,체크,2013-12-06,12:46:45,"47,600",0,4
비씨카드,C-36099,일반,2013-12-06,12:52:01,"52,600",0,4
외환카드,C-35089,일반,2013-12-06,12:56:16,"23,800",0,2
비씨카드,C-38240,체크,2013-12-06,12:58:54,"7,000",0,1
농협카드,C-39763,체크,2013-12-06,12:59:04,"46,500",0,4
농협카드,C-36261,일반,2013-12-06,12:59:24,"47,600",0,4
신한카드,C-12402,일반,2013-12-06,13:08:14,"47,600",0,4
신한카드,C-34523,체크,2013-12-06,13:15:03,"23,800",0,2
비씨카드,C-30564,일반,2013-12-06,13:15:55,"23,800",0,2
비씨카드,C-25414,일반,2013-12-06,13:19:55,"23,800",0,2
롯데카드,C-31645,일반,2013-12-06,13:20:30,"23,800",0,2
농협카드,C-27270,체크,2013-12-06,13:21:36,"35,700",0,3
외환카드,C-19880,일반,2013-12-06,13:28:53,"23,800",0,2
비씨카드,C-27843,체크,2013-12-06,13:29:10,"23,800",0,2
외환카드,C-10423,체크,2013-12-06,13:29:31,"23,800",0,2
국민카드,C-22487,일반,2013-12-06,13:33:54,"107,100",0,8
국민카드,C-13676,체크,2013-12-06,13:34:41,"47,600",0,4
외환카드,C-11707,일반,2013-12-06,13:37:53,"23,800",0,2
현대카드,C-06912,일반,2013-12-06,13:38:16,"35,700",0,3
비씨카드,C-21791,일반,2013-12-06,13:39:31,"35,700",0,3
롯데카드,C-12809,일반,2013-12-06,13:52:36,"23,800",0,2
비씨카드,C-36208,일반,2013-12-06,13:58:47,"35,700",0,3
비씨카드,C-14629,일반,2013-12-06,14:00:19,"23,800",0,2
삼성카드,C-02811,일반,2013-12-06,14:13:49,"23,800",0,2
신한카드,C-28558,일반,2013-12-06,14:20:41,"35,700",0,3
비씨카드,C-05207,체크,2013-12-06,14:23:13,"23,800",0,2
비씨카드,C-40729,체크,2013-12-06,14:27:43,"23,800",0,2
롯데카드,C-18683,일반,2013-12-06,14:50:49,"35,700",0,3
국민카드,C-41630,일반,2013-12-06,14:52:29,"17,800",0,2
현대카드,C-42955,일반,2013-12-06,14:56:54,"23,800",0,2
현대카드,C-42665,일반,2013-12-06,15:18:20,"53,500",0,4
삼성카드,C-32393,일반,2013-12-06,15:23:35,"23,800",0,2
국민카드,C-42089,일반,2013-12-06,15:43:41,"23,800",0,2
국민카드,C-13315,체크,2013-12-06,15:56:13,"23,800",0,2
외환카드,C-18937,체크,2013-12-06,16:08:29,"23,800",0,2
신한카드,C-26584,체크,2013-12-06,16:18:44,"11,900",0,1
비씨카드,C-22167,체크,2013-12-06,16:18:56,"11,900",0,1
비씨카드,C-31969,일반,2013-12-06,16:35:19,"35,700",0,3
국민카드,C-01721,일반,2013-12-06,16:37:30,"23,800",0,2
삼성카드,C-08981,체크,2013-12-06,16:47:12,"23,800",0,2
신한카드,C-33332,일반,2013-12-06,16:49:21,"14,900",0,1
국민카드,C-22853,일반,2013-12-06,16:49:51,"29,800",0,2
비씨카드,C-14597,일반,2013-12-06,16:54:39,"29,800",0,2
국민카드,C-41332,일반,2013-12-06,17:00:03,"29,800",0,2
롯데카드,C-12681,일반,2013-12-06,17:01:13,"29,800",0,2
신한카드,C-00014,일반,2013-12-06,17:34:30,"23,800",0,2
비씨카드,C-05346,체크,2013-12-06,17:46:38,"14,900",0,1
비씨카드,C-05346,체크,2013-12-06,17:47:17,"14,900",0,1
비씨카드,C-21157,일반,2013-12-06,17:47:39,"29,800",0,2
롯데카드,C-31392,일반,2013-12-06,18:39:12,"29,800",0,2
국민카드,C-41751,일반,2013-12-06,18:50:42,"33,800",0,3
국민카드,C-11370,일반,2013-12-06,18:59:38,"29,800",0,2
국민카드,C-36454,체크,2013-12-06,19:01:29,"29,800",0,2
비씨카드,C-04973,일반,2013-12-06,19:15:50,"29,800",0,2
외환카드,C-19632,일반,2013-12-06,19:22:01,"29,800",0,2
외환카드,C-11899,일반,2013-12-06,19:24:16,"137,000",0,10
신한카드,C-33152,체크,2013-12-06,19:26:21,"50,000",0,4
신한카드,C-33152,체크,2013-12-06,19:26:38,"69,200",0,5
현대카드,C-24580,일반,2013-12-06,19:40:01,"14,900",0,1
비씨카드,C-31265,일반,2013-12-06,19:41:43,"29,800",0,2
신한카드,C-17758,체크,2013-12-06,19:47:16,"29,800",0,2
비씨카드,C-25483,일반,2013-12-06,19:47:38,"29,800",0,2
국민카드,C-36464,체크,2013-12-06,19:53:08,"44,700",0,3
농협카드,C-24194,체크,2013-12-06,19:54:44,"52,600",0,4
신한카드,C-09213,일반,2013-12-06,19:55:30,"91,400",0,7
국민카드,C-15952,체크,2013-12-06,19:57:45,"29,800",0,2
국민카드,C-13623,체크,2013-12-06,20:01:34,"29,800",0,2
외환카드,C-35109,일반,2013-12-06,20:05:49,"44,700",0,3
외환카드,C-38953,체크,2013-12-06,20:07:18,"29,800",0,2
현대카드,C-06993,일반,2013-12-06,20:13:02,"29,800",0,2
비씨카드,C-15528,일반,2013-12-06,20:15:28,"14,900",0,1
비씨카드,C-06154,체크,2013-12-06,20:15:56,"14,900",0,1
비씨카드,C-28435,체크,2013-12-06,20:19:26,"29,800",0,2
신한카드,C-34436,체크,2013-12-06,20:39:44,"14,900",0,1
비씨카드,C-38381,체크,2013-12-06,20:49:51,"44,700",0,3
국민카드,C-22803,일반,2013-12-06,20:53:05,"33,800",0,3
삼성카드,C-20671,일반,2013-12-06,20:57:20,"53,600",0,4
비씨카드,C-24914,일반,2013-12-06,20:59:29,"29,000",0,2
비씨카드,C-24914,일반,2013-12-06,20:59:43,"6,700",0,1
국민카드,C-11032,체크,2013-12-06,21:05:30,"29,800",0,2
신한카드,C-17665,체크,2013-12-06,21:07:43,"14,900",0,1
국민카드,C-36441,체크,2013-12-06,21:07:59,"14,900",0,1
국민카드,C-16058,체크,2013-12-06,21:08:10,"14,900",0,1
신한카드,C-12005,일반,2013-12-06,21:11:43,"29,800",0,2
현대카드,C-24969,일반,2013-12-06,21:12:15,"44,700",0,3
신한카드,C-08353,체크,2013-12-06,21:16:53,"29,800",0,2
비씨카드,C-28471,체크,2013-12-06,21:20:37,"715,300",0,49
비씨카드,C-15419,일반,2013-12-06,21:31:18,"29,800",0,2
신한카드,C-23968,일반,2013-12-06,21:35:07,"29,800",0,2
외환카드,C-16306,체크,2013-12-06,21:36:19,"14,900",0,1
현대카드,C-23923,일반,2013-12-06,21:36:30,"14,900",0,1
롯데카드,C-12808,일반,2013-12-06,21:36:49,"44,700",0,3
신한카드,C-26948,체크,2013-12-06,21:41:06,"29,800",0,2
비씨카드,C-36679,체크,2013-12-06,21:41:39,"29,800",0,2
신한카드,C-09515,일반,2013-12-06,21:42:09,"44,700",0,3
비씨카드,C-05458,체크,2013-12-07,12:37:31,"29,800",0,2
비씨카드,C-30541,일반,2013-12-07,12:45:43,"29,800",0,2
외환카드,C-11688,일반,2013-12-07,12:53:24,"29,800",0,2
신한카드,C-00284,일반,2013-12-07,13:07:49,"29,800",0,2
신한카드,C-12335,일반,2013-12-07,13:08:30,"55,600",0,4
삼성카드,C-33778,일반,2013-12-07,13:11:04,"29,800",0,2
신한카드,C-17654,체크,2013-12-07,13:14:14,"29,800",0,2
비씨카드,C-05441,체크,2013-12-07,13:25:48,"44,700",0,3
외환카드,C-34997,일반,2013-12-07,13:27:54,"29,800",0,2
비씨카드,C-28717,체크,2013-12-07,13:29:43,"29,800",0,2
외환카드,C-04741,일반,2013-12-07,13:40:02,"20,800",0,2
비씨카드,C-03703,일반,2013-12-07,13:52:39,"29,800",0,2
비씨카드,C-21565,체크,2013-12-07,13:55:11,"25,800",0,2
비씨카드,C-36115,일반,2013-12-07,13:57:51,"44,700",0,3
신한카드,C-16551,체크,2013-12-07,13:59:01,"44,700",0,3
신한카드,C-18128,체크,2013-12-07,14:02:17,"29,800",0,2
신한카드,C-08576,일반,2013-12-07,14:06:36,"29,800",0,2
비씨카드,C-30629,일반,2013-12-07,14:10:45,"14,900",0,1
현대카드,C-07296,일반,2013-12-07,14:17:39,"29,800",0,2
국민카드,C-16162,체크,2013-12-07,14:17:59,"44,700",0,3
외환카드,C-04473,일반,2013-12-07,14:20:54,"55,600",0,4
국민카드,C-36440,체크,2013-12-07,14:21:13,"29,800",0,2
비씨카드,C-30793,일반,2013-12-07,14:24:57,"44,700",0,3
농협카드,C-14122,체크,2013-12-07,14:26:15,"29,800",0,2
비씨카드,C-05115,일반,2013-12-07,14:27:18,"44,700",0,3
비씨카드,C-14755,체크,2013-12-07,14:29:16,"29,800",0,2
농협카드,C-34034,일반,2013-12-07,14:33:53,"74,500",0,5
현대카드,C-42676,일반,2013-12-07,14:34:36,"29,800",0,2
비씨카드,C-30714,일반,2013-12-07,14:36:03,"29,800",0,2
비씨카드,C-15480,일반,2013-12-07,14:43:29,"29,800",0,2
비씨카드,C-37752,체크,2013-12-07,14:43:46,"29,800",0,2
신한카드,C-10088,체크,2013-12-07,14:46:29,"14,900",0,1
국민카드,C-16141,체크,2013-12-07,14:48:34,"29,800",0,2
국민카드,C-11009,일반,2013-12-07,14:50:04,"29,800",0,2
삼성카드,C-20081,일반,2013-12-07,14:50:58,"20,800",0,2
국민카드,C-36427,체크,2013-12-07,14:55:42,"29,800",0,2
국민카드,C-16103,체크,2013-12-07,14:58:24,"29,800",0,2
국민카드,C-16058,체크,2013-12-07,14:59:08,"44,700",0,3
비씨카드,C-15105,일반,2013-12-07,15:00:51,"41,600",0,3
비씨카드,C-29141,체크,2013-12-07,15:01:13,"29,800",0,2
신한카드,C-16807,체크,2013-12-07,15:07:54,"29,800",0,2
삼성카드,C-33223,일반,2013-12-07,15:08:16,"29,800",0,2
비씨카드,C-28190,체크,2013-12-07,15:10:57,"29,800",0,2
농협카드,C-19307,일반,2013-12-07,15:18:14,"89,400",0,6
삼성카드,C-11959,일반,2013-12-07,15:24:04,"44,700",0,3
비씨카드,C-14965,일반,2013-12-07,15:24:58,"29,800",0,2
신한카드,C-01232,일반,2013-12-07,15:27:01,"29,800",0,2
신한카드,C-09504,일반,2013-12-07,15:28:42,"29,800",0,2
비씨카드,C-15604,일반,2013-12-07,15:29:14,"29,800",0,2
비씨카드,C-40961,체크,2013-12-07,15:36:15,"29,800",0,2
비씨카드,C-03652,일반,2013-12-07,15:43:06,"59,600",0,4
삼성카드,C-32272,일반,2013-12-07,15:47:04,"14,900",0,1
국민카드,C-41276,일반,2013-12-07,15:47:19,"14,900",0,1
신한카드,C-34400,체크,2013-12-07,15:51:00,"44,700",0,3
비씨카드,C-10208,일반,2013-12-07,15:51:39,"29,800",0,2
외환카드,C-38936,체크,2013-12-07,15:52:55,"29,800",0,2
비씨카드,C-14919,체크,2013-12-07,15:57:54,"29,800",0,2
외환카드,C-21037,체크,2013-12-07,16:03:22,"29,800",0,2
국민카드,C-07611,일반,2013-12-07,16:08:17,"29,800",0,2
신한카드,C-09676,일반,2013-12-07,16:33:32,"29,800",0,2
국민카드,C-16210,체크,2013-12-07,16:35:51,"29,800",0,2
신한카드,C-08528,체크,2013-12-07,16:41:17,"29,800",0,2
신한카드,C-27057,체크,2013-12-07,16:58:23,"29,800",0,2
외환카드,C-11699,일반,2013-12-07,17:10:53,"29,800",0,2
삼성카드,C-02222,일반,2013-12-07,17:18:37,"14,900",0,1
비씨카드,C-06667,체크,2013-12-07,17:30:23,"29,800",0,2
국민카드,C-13373,체크,2013-12-07,17:34:51,"29,800",0,2
비씨카드,C-36111,일반,2013-12-07,17:40:30,"59,600",0,4
비씨카드,C-38103,체크,2013-12-07,17:45:57,"9,800",0,1
외환카드,C-16304,체크,2013-12-07,17:49:04,"44,700",0,3
신한카드,C-06313,일반,2013-12-07,17:51:46,"29,800",0,2
농협카드,C-27326,체크,2013-12-07,17:53:12,"29,800",0,2
비씨카드,C-40664,체크,2013-12-07,18:13:59,"14,900",0,1
국민카드,C-10856,일반,2013-12-07,18:15:46,"29,800",0,2
삼성카드,C-33047,일반,2013-12-07,18:16:38,"44,700",0,3
농협카드,C-40324,체크,2013-12-07,18:16:55,"29,800",0,2
삼성카드,C-02759,일반,2013-12-07,18:34:31,"44,700",0,3
국민카드,C-11154,일반,2013-12-07,18:39:01,"46,600",0,4
국민카드,C-15844,체크,2013-12-07,18:41:36,"14,900",0,1
농협카드,C-40066,체크,2013-12-07,18:41:46,"14,900",0,1
비씨카드,C-05316,체크,2013-12-07,18:52:24,"29,800",0,2
롯데카드,C-18747,일반,2013-12-07,18:53:03,"80,400",0,6
현대카드,C-43311,일반,2013-12-07,18:57:28,"35,700",0,3
농협카드,C-39863,체크,2013-12-07,19:01:19,"29,800",0,2
비씨카드,C-05571,체크,2013-12-07,19:01:40,"29,800",0,2
신한카드,C-33691,일반,2013-12-07,19:07:54,"33,800",0,3
비씨카드,C-03971,일반,2013-12-07,19:09:42,"29,800",0,2
국민카드,C-15979,체크,2013-12-07,19:10:18,"14,900",0,1
신한카드,C-17611,체크,2013-12-07,19:10:43,"14,900",0,1
농협카드,C-39333,체크,2013-12-07,19:11:05,"29,800",0,2
비씨카드,C-42477,일반,2013-12-07,19:15:18,"29,800",0,2
신한카드,C-09040,일반,2013-12-07,19:19:50,"29,800",0,2
외환카드,C-19838,일반,2013-12-07,19:21:48,"55,600",0,4
외환카드,C-10388,체크,2013-12-07,19:25:06,"29,800",0,2
농협카드,C-33951,일반,2013-12-07,19:26:06,"22,900",0,2
롯데카드,C-18557,일반,2013-12-07,19:27:00,"61,500",0,5
국민카드,C-42345,일반,2013-12-07,19:27:17,"35,700",0,3
비씨카드,C-15340,일반,2013-12-07,19:29:15,"29,800",0,2
신한카드,C-10048,일반,2013-12-07,19:32:05,"55,600",0,4
신한카드,C-09841,일반,2013-12-07,19:39:48,"74,500",0,5
국민카드,C-25250,일반,2013-12-07,19:41:51,"29,800",0,2
신한카드,C-01451,일반,2013-12-07,19:48:04,"46,600",0,4
삼성카드,C-32617,일반,2013-12-07,19:52:54,"35,700",0,3
비씨카드,C-35339,일반,2013-12-07,19:55:29,"115,200",0,8
국민카드,C-36400,체크,2013-12-07,19:56:58,"44,700",0,3
비씨카드,C-30406,일반,2013-12-07,19:57:44,"29,800",0,2
비씨카드,C-29679,체크,2013-12-07,19:59:31,"44,700",0,3
비씨카드,C-21390,일반,2013-12-07,20:01:31,"29,800",0,2
비씨카드,C-30819,일반,2013-12-07,20:01:54,"29,800",0,2
롯데카드,C-14367,일반,2013-12-07,20:08:37,"14,900",0,1
신한카드,C-00113,일반,2013-12-07,20:13:33,"29,800",0,2
신한카드,C-18093,체크,2013-12-07,20:14:16,"29,800",0,2
비씨카드,C-36356,일반,2013-12-07,20:14:36,"29,800",0,2
롯데카드,C-12945,일반,2013-12-07,20:16:29,"29,800",0,2
국민카드,C-16138,체크,2013-12-07,20:21:36,"29,800",0,2
비씨카드,C-37202,체크,2013-12-07,20:26:03,"29,800",0,2
비씨카드,C-14932,일반,2013-12-07,20:26:25,"29,800",0,2
국민카드,C-22589,일반,2013-12-07,20:26:53,"29,800",0,2
롯데카드,C-12737,일반,2013-12-07,20:27:15,"29,800",0,2
국민카드,C-10997,일반,2013-12-07,20:34:46,"44,700",0,3
롯데카드,C-12935,일반,2013-12-07,20:36:21,"44,700",0,3
농협카드,C-23391,일반,2013-12-07,20:38:34,"29,800",0,2
국민카드,C-36484,체크,2013-12-07,20:38:52,"29,800",0,2
국민카드,C-22894,일반,2013-12-07,20:41:06,"51,600",0,4
외환카드,C-10354,체크,2013-12-07,20:45:00,"59,600",0,4
비씨카드,C-30479,일반,2013-12-07,20:49:21,"29,800",0,2
비씨카드,C-14778,일반,2013-12-07,20:49:56,"40,700",0,3
농협카드,C-24020,체크,2013-12-07,20:50:29,"29,800",0,2
국민카드,C-11474,일반,2013-12-07,20:54:22,"55,600",0,4
국민카드,C-36406,체크,2013-12-07,20:58:30,"29,800",0,2
비씨카드,C-37583,체크,2013-12-07,20:58:45,"29,800",0,2
국민카드,C-16255,체크,2013-12-07,21:00:05,"44,700",0,3
삼성카드,C-02802,일반,2013-12-07,21:02:26,"29,800",0,2
국민카드,C-36434,체크,2013-12-07,21:08:02,"29,800",0,2
국민카드,C-16189,체크,2013-12-07,21:11:58,"29,800",0,2
농협카드,C-14027,체크,2013-12-07,21:22:36,"51,600",0,4
신한카드,C-17281,체크,2013-12-07,21:24:46,"29,800",0,2
신한카드,C-17165,체크,2013-12-07,21:27:56,"14,900",0,1
국민카드,C-16005,체크,2013-12-07,21:28:08,"14,900",0,1
외환카드,C-20751,체크,2013-12-07,21:29:03,"29,800",0,2
신한카드,C-12586,일반,2013-12-07,21:29:20,"29,800",0,2
비씨카드,C-28708,체크,2013-12-07,21:30:59,"29,800",0,2
외환카드,C-24530,일반,2013-12-07,21:39:38,"29,800",0,2
농협카드,C-27582,체크,2013-12-07,21:40:14,"29,800",0,2
국민카드,C-13547,체크,2013-12-07,21:42:16,"29,800",0,2
현대카드,C-43744,일반,2013-12-07,21:42:45,"25,000",0,2
롯데카드,C-31329,일반,2013-12-07,21:42:55,"4,800",0,1
외환카드,C-10604,일반,2013-12-07,21:43:29,"29,800",0,2
현대카드,C-06892,일반,2013-12-07,21:45:33,"74,500",0,5
국민카드,C-16055,체크,2013-12-07,21:47:22,"85,400",0,6
현대카드,C-43412,일반,2013-12-08,12:33:35,"29,800",0,2
비씨카드,C-27852,체크,2013-12-08,12:36:23,"29,800",0,2
삼성카드,C-32772,일반,2013-12-08,12:59:11,"44,700",0,3
비씨카드,C-21228,일반,2013-12-08,13:07:27,"29,800",0,2
국민카드,C-22874,일반,2013-12-08,13:09:35,"33,800",0,3
외환카드,C-19942,일반,2013-12-08,13:16:04,"82,300",0,6
비씨카드,C-05070,일반,2013-12-08,13:31:48,"167,000",0,12
삼성카드,C-20273,일반,2013-12-08,13:33:30,"44,700",0,3
비씨카드,C-06590,일반,2013-12-08,13:35:36,"44,700",0,3
농협카드,C-14116,체크,2013-12-08,13:37:15,"29,800",0,2
비씨카드,C-30905,체크,2013-12-08,13:43:19,"44,700",0,3
외환카드,C-19836,일반,2013-12-08,13:47:36,"40,700",0,3
현대카드,C-07068,일반,2013-12-08,13:56:05,"44,700",0,3
비씨카드,C-27756,체크,2013-12-08,13:57:59,"44,700",0,3
국민카드,C-16181,체크,2013-12-08,14:04:48,"62,500",0,5
국민카드,C-41541,일반,2013-12-08,14:08:56,"29,800",0,2
현대카드,C-43776,일반,2013-12-08,14:09:49,"40,700",0,3
신한카드,C-34335,체크,2013-12-08,14:13:43,"14,700",0,1
비씨카드,C-14504,일반,2013-12-08,14:16:26,"29,800",0,2
국민카드,C-22277,일반,2013-12-08,14:18:02,"29,800",0,2
비씨카드,C-40590,체크,2013-12-08,14:20:11,"55,600",0,4
국민카드,C-42015,일반,2013-12-08,14:22:16,"44,700",0,3
신한카드,C-01379,일반,2013-12-08,14:26:01,"29,800",0,2
비씨카드,C-35287,일반,2013-12-08,14:27:19,"29,800",0,2
국민카드,C-36409,체크,2013-12-08,14:28:25,"44,700",0,3
비씨카드,C-24885,일반,2013-12-08,14:49:19,"85,400",0,6
외환카드,C-35074,일반,2013-12-08,14:57:10,"44,700",0,3
신한카드,C-12048,일반,2013-12-08,15:03:20,"35,700",0,3
국민카드,C-41161,일반,2013-12-08,15:03:44,"63,600",0,5
신한카드,C-00982,일반,2013-12-08,15:10:39,"25,800",0,2
비씨카드,C-03635,일반,2013-12-08,15:15:40,"44,700",0,3
외환카드,C-20981,체크,2013-12-08,15:15:56,"29,800",0,2
비씨카드,C-30680,일반,2013-12-08,15:24:17,"29,800",0,2
비씨카드,C-08755,체크,2013-12-08,15:28:13,"29,800",0,2
신한카드,C-12534,일반,2013-12-08,15:31:14,"29,800",0,2
국민카드,C-36472,체크,2013-12-08,15:40:14,"14,900",0,1
신한카드,C-17525,체크,2013-12-08,15:40:26,"14,900",0,1
국민카드,C-16189,체크,2013-12-08,15:50:52,"59,600",0,4
외환카드,C-35219,일반,2013-12-08,15:55:03,"29,800",0,2
국민카드,C-36471,체크,2013-12-08,16:01:46,"29,800",0,2
신한카드,C-26683,체크,2013-12-08,16:02:28,"29,800",0,2
신한카드,C-27098,체크,2013-12-08,16:11:39,"29,800",0,2
신한카드,C-00657,일반,2013-12-08,16:14:07,"51,600",0,4
삼성카드,C-02866,일반,2013-12-08,16:17:03,"47,600",0,4
신한카드,C-23500,일반,2013-12-08,16:23:46,"29,800",0,2
국민카드,C-41495,일반,2013-12-08,16:29:04,"29,800",0,2
신한카드,C-23693,일반,2013-12-08,16:29:35,"59,600",0,4
비씨카드,C-28005,체크,2013-12-08,16:33:26,"29,800",0,2
국민카드,C-25391,일반,2013-12-08,16:35:05,"44,700",0,3
삼성카드,C-32613,일반,2013-12-08,16:38:39,"29,800",0,2
신한카드,C-07955,체크,2013-12-08,16:47:09,"14,800",0,1
비씨카드,C-21123,일반,2013-12-08,16:47:55,"44,700",0,3
농협카드,C-24226,체크,2013-12-08,16:50:56,"29,800",0,2
신한카드,C-34609,체크,2013-12-08,16:53:47,"14,900",0,1
신한카드,C-34428,체크,2013-12-08,16:54:25,"14,900",0,1
삼성카드,C-02351,일반,2013-12-08,16:54:45,"14,900",0,1
신한카드,C-34346,체크,2013-12-08,16:55:52,"14,900",0,1
국민카드,C-36411,체크,2013-12-08,17:05:38,"29,800",0,2
신한카드,C-17329,체크,2013-12-08,17:06:54,"14,900",0,1
신한카드,C-17487,체크,2013-12-08,17:15:11,"14,900",0,1
국민카드,C-15966,체크,2013-12-08,17:15:21,"14,900",0,1
비씨카드,C-40646,체크,2013-12-08,17:19:14,"29,800",0,2
국민카드,C-13595,체크,2013-12-08,17:22:51,"14,900",0,1
신한카드,C-26507,체크,2013-12-08,17:23:01,"14,900",0,1
신한카드,C-09952,일반,2013-12-08,17:23:42,"34,800",0,3
비씨카드,C-37572,체크,2013-12-08,17:24:09,"29,800",0,2
삼성카드,C-32159,일반,2013-12-08,17:24:28,"29,800",0,2
비씨카드,C-21927,일반,2013-12-08,17:25:42,"29,800",0,2
비씨카드,C-06603,일반,2013-12-08,17:34:14,"59,600",0,4
국민카드,C-41611,일반,2013-12-08,17:34:45,"35,700",0,3
외환카드,C-06619,일반,2013-12-08,17:36:13,"29,800",0,2
비씨카드,C-25783,체크,2013-12-08,17:41:36,"29,800",0,2
국민카드,C-41163,일반,2013-12-08,17:45:21,"59,600",0,4
신한카드,C-08672,일반,2013-12-08,17:45:48,"35,700",0,3
국민카드,C-10978,일반,2013-12-08,17:46:04,"29,800",0,2
농협카드,C-39457,체크,2013-12-08,17:53:57,"29,800",0,2
외환카드,C-35007,일반,2013-12-08,17:55:14,"59,600",0,4
신한카드,C-08861,체크,2013-12-08,17:56:42,"29,800",0,2
삼성카드,C-32004,일반,2013-12-08,18:11:36,"74,500",0,5
농협카드,C-40058,체크,2013-12-08,18:12:12,"14,900",0,1
현대카드,C-42734,일반,2013-12-08,18:12:29,"44,700",0,3
국민카드,C-16154,체크,2013-12-08,18:12:58,"29,800",0,2
농협카드,C-39352,체크,2013-12-08,18:13:14,"29,800",0,2
국민카드,C-42317,일반,2013-12-08,18:14:14,"55,600",0,4
비씨카드,C-38587,체크,2013-12-08,18:32:46,"44,700",0,3
비씨카드,C-22100,체크,2013-12-08,18:35:44,"29,800",0,2
비씨카드,C-27765,체크,2013-12-08,18:36:06,"29,800",0,2
국민카드,C-42350,일반,2013-12-08,18:36:57,"74,500",0,5
롯데카드,C-14434,일반,2013-12-08,18:37:26,"29,800",0,2
삼성카드,C-32571,일반,2013-12-08,18:47:15,"110,200",0,8
